  Time                  V(C6:2)               V(C7:1)              
  4.241301101685e-003  1.997013378919e-001  1.743074196563e-001  
  4.247551101685e-003  1.999763248536e-001  1.740929994710e-001  
  4.252170700073e-003  1.999813982996e-001  1.737539653599e-001  
  4.257011550903e-003  1.998059481993e-001  1.732343856279e-001  
  4.266693252563e-003  1.989008841256e-001  1.716935363331e-001  
  4.279193252563e-003  1.966448904947e-001  1.687232513114e-001  
  4.291693252563e-003  1.931765157228e-001  1.646673774632e-001  
  4.304193252563e-003  1.885171434938e-001  1.595510841949e-001  
  4.313804763794e-003  1.841422509993e-001  1.549181907908e-001  
  4.324168533325e-003  1.786732236802e-001  1.492638713818e-001  
  4.336668533325e-003  1.710716368780e-001  1.415718060597e-001  
  4.338231033325e-003  1.700462457448e-001  1.405454963606e-001  
  4.341356033325e-003  1.679463956540e-001  1.384508489856e-001  
  4.347606033325e-003  1.635532903680e-001  1.340965856438e-001  
  4.352190536499e-003  1.601701226105e-001  1.307661819360e-001  
  4.356977218628e-003  1.564959896288e-001  1.271692974612e-001  
  4.366550582886e-003  1.487265351009e-001  1.196233484833e-001  
  4.379050582886e-003  1.377766926276e-001  1.091052215979e-001  
  4.391550582886e-003  1.259774110288e-001  9.789932145101e-002  
  4.404050582886e-003  1.134014367993e-001  8.608004586119e-002  
  4.413750595093e-003  1.031565389895e-001  7.653561800492e-002  
  4.424183029175e-003  9.171163890083e-002  6.595477775839e-002  
  4.436683029175e-003  7.748416177583e-002  5.291459415526e-002  
  4.438245529175e-003  7.567030452982e-002  5.126076845786e-002  
  4.441370529175e-003  7.202088577973e-002  4.793915872340e-002  
  4.447620529175e-003  6.464016963671e-002  4.124494799174e-002  
  4.452177566528e-003  5.919521408067e-002  3.632638308650e-002  
  4.456920761108e-003  5.347635357451e-002  3.117849638129e-002  
  4.466407150269e-003  4.190127420702e-002  2.081548355733e-002  
  4.478907150269e-003  2.642853153601e-002  7.080545022855e-003  
  4.491407150269e-003  1.079284817971e-002  -6.660943926766e-003  
  4.503907150269e-003  -4.909376674604e-003  -2.031784616753e-002  
  4.513692611694e-003  -1.718542473401e-002  -3.089145799216e-002  
  4.524199813843e-003  -3.029333808772e-002  -4.207694444636e-002  
  4.536699813843e-003  -4.571072645773e-002  -5.508784032973e-002  
  4.538262313843e-003  -4.762001718708e-002  -5.668767986183e-002  
  4.541387313843e-003  -5.142464591762e-002  -5.986789631377e-002  
  4.547637313843e-003  -5.897296872516e-002  -6.614619315591e-002  
  4.552189010620e-003  -6.441362930240e-002  -7.064493410608e-002  
  4.556926101685e-003  -7.001988531309e-002  -7.525650134843e-002  
  4.566400283813e-003  -8.104140861082e-002  -8.424833818976e-002  
  4.578900283813e-003  -9.513743750845e-002  -9.559507491703e-002  
  4.591400283813e-003  -1.086469124674e-001  -1.062931945390e-001  
  4.603900283813e-003  -1.214865430823e-001  -1.162815022686e-001  
  4.613656753540e-003  -1.309915100653e-001  -1.235507797307e-001  
  4.624145645142e-003  -1.406601625523e-001  -1.308226835956e-001  
  4.636645645142e-003  -1.513817487718e-001  -1.387236210047e-001  
  4.638208145142e-003  -1.526576175807e-001  -1.396511888246e-001  
  4.641333145142e-003  -1.551650932690e-001  -1.414656843926e-001  
  4.647583145142e-003  -1.599996437360e-001  -1.449308356381e-001  
  4.652157730103e-003  -1.633822503384e-001  -1.473273144013e-001  
  4.656932205200e-003  -1.667686749705e-001  -1.497013272059e-001  
  4.666481155396e-003  -1.730884029534e-001  -1.540565343782e-001  
  4.678981155396e-003  -1.804165733723e-001  -1.589583584149e-001  
  4.691481155396e-003  -1.866324156218e-001  -1.629480741013e-001  
  4.703981155396e-003  -1.916976069674e-001  -1.660213394554e-001  
  4.713627761841e-003  -1.947999348245e-001  -1.677672231761e-001  
  4.724093765259e-003  -1.973563179516e-001  -1.690447214638e-001  
  4.736593765259e-003  -1.992908851641e-001  -1.697312784440e-001  
  4.738156265259e-003  -1.994464757500e-001  -1.697528823101e-001  
  4.741281265259e-003  -1.996999745790e-001  -1.697532831625e-001  
  4.747531265259e-003  -1.999759397638e-001  -1.695829712317e-001  
  4.752068466187e-003  -1.999831091901e-001  -1.693163799536e-001  
  4.756872695923e-003  -1.998135568174e-001  -1.689029443795e-001  
  4.766481155396e-003  -1.989286116604e-001  -1.676712552704e-001  
  4.778981155396e-003  -1.966933307229e-001  -1.652596414517e-001  
  4.791481155396e-003  -1.932453699943e-001  -1.619326636592e-001  
  4.803981155396e-003  -1.886059872990e-001  -1.576893052750e-001  
  4.813626235962e-003  -1.842296844171e-001  -1.537916269914e-001  
  4.824092239380e-003  -1.787162820735e-001  -1.489513966330e-001  
  4.836592239380e-003  -1.711212833998e-001  -1.423483489595e-001  
  4.838154739380e-003  -1.700966950742e-001  -1.414608123669e-001  
  4.841279739380e-003  -1.679984359347e-001  -1.396447698990e-001  
  4.847529739380e-003  -1.636084517582e-001  -1.358502945395e-001  
  4.852118057251e-003  -1.602246506139e-001  -1.329284891753e-001  
  4.856911605835e-003  -1.565473168606e-001  -1.297546850801e-001  
  4.866498703003e-003  -1.487701152731e-001  -1.230432558437e-001  
  4.878998703003e-003  -1.378239427521e-001  -1.135894336488e-001  
  4.891498703003e-003  -1.260280397930e-001  -1.033839092754e-001  
  4.903998703003e-003  -1.134551320600e-001  -9.248024537657e-002  
  4.913698715210e-003  -1.032123866328e-001  -8.357802357967e-002  
  4.924138778687e-003  -9.176105114107e-002  -7.360566104011e-002  
  4.936638778687e-003  -7.753542285857e-002  -6.119123559172e-002  
  4.949138778687e-003  -6.283176291099e-002  -4.833364881342e-002  
  4.957537216187e-003  -5.272949886306e-002  -3.948702764753e-002  
  4.966341537476e-003  -4.198189228921e-002  -3.006627436064e-002  
  4.978841537476e-003  -2.651025771426e-002  -1.649284644935e-002  
  4.991341537476e-003  -1.087517858495e-002  -2.767795344536e-003  
  5.003841537476e-003  4.826949636697e-003  1.101770415153e-002  
  5.013594955444e-003  1.706315692698e-002  2.175689246414e-002  
  5.024070114136e-003  3.013222305502e-002  3.321935072846e-002  
  5.036570114136e-003  4.555203984763e-002  4.672708774174e-002  
  5.038132614136e-003  4.746170329366e-002  4.839832225323e-002  
  5.041257614136e-003  5.126712319603e-002  5.172740279524e-002  
  5.047507614136e-003  5.881721020283e-002  5.832700606976e-002  
  5.052137893677e-003  6.435281322580e-002  6.316060834047e-002  
  5.056998580933e-003  7.010519393039e-002  6.817834518035e-002  
  5.066719955444e-003  8.140849930879e-002  7.802061848696e-002  
  5.079219955444e-003  9.549059638454e-002  9.024304068253e-002  
  5.091719955444e-003  1.089839621797e-001  1.019032583215e-001  
  5.104219955444e-003  1.218054056073e-001  1.129222813268e-001  
  5.113829940796e-003  1.311558906621e-001  1.209119954184e-001  
  5.124193710327e-003  1.407030943873e-001  1.290185549347e-001  
  5.136693710327e-003  1.514212148335e-001  1.380414642626e-001  
  5.138256210327e-003  1.526966328572e-001  1.391084748069e-001  
  5.141381210327e-003  1.552031957376e-001  1.412007007238e-001  
  5.147631210327e-003  1.600358768786e-001  1.452150161959e-001  
  5.152194351196e-003  1.634087883318e-001  1.479994178139e-001  
  5.156950515747e-003  1.667813752533e-001  1.507670471363e-001  
  5.166462844849e-003  1.730768737329e-001  1.558802829743e-001  
  5.178962844849e-003  1.804066420413e-001  1.617158934707e-001  
  5.191462844849e-003  1.866241434103e-001  1.665138376305e-001  
  5.203962844849e-003  1.916910448763e-001  1.702405544370e-001  
  5.213679641724e-003  1.948146941786e-001  1.723826420703e-001  
  5.224133438110e-003  1.973643910126e-001  1.739380154087e-001  
  5.236633438110e-003  1.992950734345e-001  1.747700196796e-001  
  5.238195938110e-003  1.994501761124e-001  1.747949528329e-001  
  5.241320938110e-003  1.997026981027e-001  1.747920734004e-001  
  5.247570938110e-003  1.999767068369e-001  1.745754733666e-001  
  5.252141708374e-003  1.999818918596e-001  1.742392104294e-001  
  5.256910079956e-003  1.998115233048e-001  1.737286271105e-001  
  5.266446823120e-003  1.989330667100e-001  1.722206000286e-001  
  5.278946823120e-003  1.967011389209e-001  1.692692385306e-001  
  5.291446823120e-003  1.932564832005e-001  1.652317724476e-001  
  5.303946823120e-003  1.886203369969e-001  1.601332303717e-001  
  5.313674301147e-003  1.842061674499e-001  1.554540923966e-001  
  5.324137252808e-003  1.786908825880e-001  1.497485312615e-001  
  5.336637252808e-003  1.710919967073e-001  1.420558275300e-001  
  5.338199752808e-003  1.700669346967e-001  1.410294246965e-001  
  5.341324752808e-003  1.679677368376e-001  1.389345817936e-001  
  5.347574752808e-003  1.635759110845e-001  1.345798893318e-001  
  5.352141708374e-003  1.602068609173e-001  1.312621015943e-001  
  5.356903976440e-003  1.565532834168e-001  1.276839138240e-001  
  5.366428512573e-003  1.488290515203e-001  1.201787293311e-001  
  5.378928512573e-003  1.378878460803e-001  1.096644980510e-001  
  5.391428512573e-003  1.260965162168e-001  9.846171353675e-002  
  5.403928512573e-003  1.135277593995e-001  8.664472562580e-002  
  5.413712448120e-003  1.031976045002e-001  7.701761602857e-002  
  5.424216598511e-003  9.167414902364e-002  6.636121922943e-002  
  5.436716598511e-003  7.744527006211e-002  5.331652166044e-002  
  5.438279098511e-003  7.563125428475e-002  5.166214144927e-002  
  5.441404098511e-003  7.198152977812e-002  4.833942914830e-002  
  5.447654098511e-003  6.460024775150e-002  4.164303885853e-002  
  5.452205032349e-003  5.916224504460e-002  3.672951478458e-002  
  5.456932968140e-003  5.346157212138e-002  3.159665618929e-002  
  5.466388839722e-003  4.192377299342e-002  2.126410481880e-002  
  5.478888839722e-003  2.645133929400e-002  7.525317758028e-003  
  5.491388839722e-003  1.081582429187e-002  -6.220281616767e-003  
  5.503888839722e-003  -4.886373863652e-003  -1.988156396923e-002  
  5.513720077515e-003  -1.721981139096e-002  -3.050795953961e-002  
  5.524265426636e-003  -3.037483568334e-002  -4.173690427492e-002  
  5.536765426636e-003  -4.579099165716e-002  -5.475049724725e-002  
  5.538327926636e-003  -4.770009335274e-002  -5.635065441557e-002  
  5.541452926636e-003  -5.150432088097e-002  -5.953149363282e-002  
  5.547702926636e-003  -5.905174930175e-002  -6.581098730059e-002  
  5.552263015747e-003  -6.450166468302e-002  -7.031879651680e-002  
  5.556995529175e-003  -7.010160228169e-002  -7.492664376983e-002  
  5.566408676147e-003  -8.105105002224e-002  -8.386301610310e-002  
  5.578908676147e-003  -9.514671389462e-002  -9.521445095220e-002  
  5.591408676147e-003  -1.086557666363e-001  -1.059173599224e-001  
  5.603908676147e-003  -1.214949204451e-001  -1.159105277387e-001  
  5.613695663452e-003  -1.310284549051e-001  -1.232056271556e-001  
  5.624212020874e-003  -1.407194459968e-001  -1.304982628373e-001  
  5.636712020874e-003  -1.514362458913e-001  -1.384001255577e-001  
  5.638274520874e-003  -1.527114921566e-001  -1.393277931101e-001  
  5.641399520874e-003  -1.552177072405e-001  -1.411424765101e-001  
  5.647649520874e-003  -1.600496761414e-001  -1.446079549672e-001  
  5.652206558228e-003  -1.634176324070e-001  -1.469956629066e-001  
  5.656948226929e-003  -1.667797878387e-001  -1.493544444164e-001  
  5.666431564331e-003  -1.730571726816e-001  -1.536844535732e-001  
  5.678931564331e-003  -1.803896704935e-001  -1.585946197846e-001  
  5.691431564331e-003  -1.866100060012e-001  -1.625922725901e-001  
  5.703931564331e-003  -1.916798287677e-001  -1.656729546610e-001  
  5.713628524780e-003  -1.948001520238e-001  -1.674318600620e-001  
  5.724140304565e-003  -1.973657870282e-001  -1.687157698744e-001  
  5.736640304565e-003  -1.992957970704e-001  -1.694009876095e-001  
  5.738202804565e-003  -1.994508153017e-001  -1.694223737510e-001  
  5.741327804565e-003  -1.997031682221e-001  -1.694223055585e-001  
  5.747577804565e-003  -1.999768383382e-001  -1.692508691454e-001  
  5.752082962036e-003  -1.999828716217e-001  -1.689857052854e-001  
  5.756836074829e-003  -1.998155381405e-001  -1.685772352217e-001  
  5.766342300415e-003  -1.989465728688e-001  -1.673637618848e-001  
  5.778842300415e-003  -1.967248541923e-001  -1.649620881621e-001  
  5.791342300415e-003  -1.932902613721e-001  -1.616438419168e-001  
  5.803842300415e-003  -1.886639698150e-001  -1.574101227024e-001  
  5.813571304321e-003  -1.842565403760e-001  -1.534830286272e-001  
  5.824099868774e-003  -1.787119780820e-001  -1.486144934235e-001  
  5.836599868774e-003  -1.711163205169e-001  -1.420090945950e-001  
  5.838162368774e-003  -1.700916519000e-001  -1.411212452025e-001  
  5.841287368774e-003  -1.679932336437e-001  -1.393046107009e-001  
  5.847537368774e-003  -1.636029373108e-001  -1.355088836822e-001  
  5.852192062378e-003  -1.601689742954e-001  -1.325430994015e-001  
  5.857066482544e-003  -1.564261180154e-001  -1.293120517099e-001  
  5.866815322876e-003  -1.485039020645e-001  -1.224740541021e-001  
  5.879315322876e-003  -1.375353501659e-001  -1.129988960284e-001  
  5.891815322876e-003  -1.257188470984e-001  -1.027734885480e-001  
  5.904315322876e-003  -1.131272455327e-001  -9.185162124906e-002  
  5.913906997681e-003  -1.029881084628e-001  -8.303811285473e-002  
  5.924255508423e-003  -9.163068974464e-002  -7.314642508363e-002  
  5.936755508423e-003  -7.740018671923e-002  -6.072672302236e-002  
  5.938318008423e-003  -7.558598729061e-002  -5.914143043567e-002  
  5.941443008423e-003  -7.193590858752e-002  -5.595071394831e-002  
  5.947693008423e-003  -6.455397106125e-002  -4.949337848233e-002  
  5.952314132690e-003  -5.903126731675e-002  -4.465885089493e-002  
  5.957126754761e-003  -5.322687448499e-002  -3.957474299972e-002  
  5.966751998901e-003  -4.147744381195e-002  -2.927552361008e-002  
  5.979178756714e-003  -2.609017554382e-002  -1.577546907947e-002  
  5.991678756714e-003  -1.045201923820e-002  -2.047596593840e-003  
  6.004178756714e-003  5.250577241669e-003  1.173812421704e-002  
  6.013724655151e-003  1.722554245062e-002  2.224764572877e-002  
  6.024103683472e-003  3.017392534014e-002  3.360372257396e-002  
  6.036603683472e-003  4.559311458200e-002  4.711022717371e-002  
  6.038166183472e-003  4.750268168182e-002  4.878128716255e-002  
  6.041291183472e-003  5.130789705269e-002  5.210998301064e-002  
  6.047541183472e-003  5.885752792409e-002  5.870877649733e-002  
  6.052131027222e-003  6.434464339620e-002  6.349973058437e-002  
  6.056923812866e-003  7.001719112016e-002  6.844755134063e-002  
  6.066509384155e-003  8.116672937316e-002  7.815559866585e-002  
  6.079009384155e-003  9.525800988567e-002  9.038581990167e-002  
  6.091509384155e-003  1.087619930907e-001  1.020550952300e-001  
  6.104009384155e-003  1.215954224413e-001  1.130843757441e-001  
  6.113713973999e-003  1.310458380024e-001  1.211592890760e-001  
  6.124158615112e-003  1.406717485972e-001  1.293320316647e-001  
  6.136658615112e-003  1.513923997043e-001  1.383559978736e-001  
  6.138221115112e-003  1.526681468842e-001  1.394231479430e-001  
  6.141346115112e-003  1.551753762818e-001  1.415156575962e-001  
  6.147596115112e-003  1.600094223710e-001  1.455305585717e-001  
  6.152153152466e-003  1.633789324809e-001  1.483117608848e-001  
  6.156897109985e-003  1.667443265921e-001  1.510731137901e-001  
  6.166385025024e-003  1.730278489900e-001  1.561760289007e-001  
  6.178885025024e-003  1.803644072462e-001  1.620164744348e-001  
  6.191385025024e-003  1.865889589545e-001  1.668194270581e-001  
  6.203885025024e-003  1.916631276837e-001  1.705512850992e-001  
  6.213655227661e-003  1.948077511787e-001  1.727073894661e-001  
  6.224156326294e-003  1.973690429693e-001  1.742684524038e-001  
  6.236656326294e-003  1.992974841114e-001  1.750966932205e-001  
  6.238218826294e-003  1.994523052995e-001  1.751211528943e-001  
  6.241343826294e-003  1.997042637218e-001  1.751173247954e-001  
  6.247593826294e-003  1.999771437268e-001  1.748988213527e-001  
  6.252145523071e-003  1.999818272966e-001  1.745628822532e-001  
  6.256884140015e-003  1.998129354844e-001  1.740551865298e-001  
  6.266361373901e-003  1.989441146415e-001  1.725589593850e-001  
  6.278861373901e-003  1.967205329166e-001  1.696132795272e-001  
  6.291361373901e-003  1.932841036901e-001  1.655813004018e-001  
  6.303861373901e-003  1.886560136909e-001  1.604880016350e-001  
  6.313649887085e-003  1.842181146758e-001  1.557814914931e-001  
  6.324166244507e-003  1.786745160294e-001  1.500450249815e-001  
  6.336666244507e-003  1.710731268457e-001  1.423481683928e-001  
  6.338228744507e-003  1.700477597932e-001  1.413212523486e-001  
  6.341353744507e-003  1.679479574240e-001  1.392253872304e-001  
  6.347603744507e-003  1.635549457566e-001  1.348686677394e-001  
  6.352155441284e-003  1.601965297925e-001  1.315606908067e-001  
  6.356894058228e-003  1.565610394020e-001  1.279994405616e-001  
  6.366371292114e-003  1.488770759568e-001  1.205315275631e-001  
  6.378871292114e-003  1.379399213420e-001  1.100184857901e-001  
  6.391371292114e-003  1.261523212425e-001  9.881651146795e-002  
  6.403871292114e-003  1.135869501327e-001  8.699993113679e-002  
  6.413707107544e-003  1.032033531986e-001  7.732099471226e-002  
  6.424257034302e-003  9.162898534756e-002  6.661570069633e-002  
  6.436757034302e-003  7.739841865071e-002  5.356747093779e-002  
  6.438319534302e-003  7.558421202229e-002  5.191266463820e-002  
  6.441444534302e-003  7.193411943358e-002  4.858911049830e-002  
  6.447694534302e-003  6.455215621044e-002  4.189107783392e-002  
  6.452256149292e-003  5.910088131499e-002  3.696482467718e-002  
  6.456989425659e-003  5.339320381109e-002  3.182491730843e-002  
  6.466378158569e-003  4.193689702923e-002  2.156360471102e-002  
  6.478878158569e-003  2.646464365781e-002  7.822239012045e-003  
  6.491378158569e-003  1.082922695786e-002  -5.926101688997e-003  
  6.503878158569e-003  -4.872955527380e-003  -1.959029348451e-002  
  6.513739913940e-003  -1.724464587988e-002  -3.025187907272e-002  
  6.524314254761e-003  -3.043548170722e-002  -4.151353845494e-002  
  6.536814254761e-003  -4.585071884855e-002  -5.452878615861e-002  
  6.538376754761e-003  -4.775967965725e-002  -5.612913473867e-002  
  6.541501754761e-003  -5.156360819671e-002  -5.931034685436e-002  
  6.547751754761e-003  -5.911037019484e-002  -6.559054759612e-002  
  6.552334732056e-003  -6.458696401426e-002  -7.012130478225e-002  
  6.557083267212e-003  -7.020485189524e-002  -7.474474463821e-002  
  6.566284317017e-003  -8.090815877667e-002  -8.348285730280e-002  
  6.578784317017e-003  -9.500922764653e-002  -9.484383196198e-002  
  6.591284317017e-003  -1.085245330342e-001  -1.055570018790e-001  
  6.603784317017e-003  -1.213707485876e-001  -1.155610658500e-001  
  6.613650650024e-003  -1.309857140859e-001  -1.229223247062e-001  
  6.624235671997e-003  -1.407405640690e-001  -1.302662283383e-001  
  6.636735671997e-003  -1.514556580408e-001  -1.381701008298e-001  
  6.638298171997e-003  -1.527306824266e-001  -1.390980124798e-001  
  6.641423171997e-003  -1.552364482243e-001  -1.409131781398e-001  
  6.647673171997e-003  -1.600674970538e-001  -1.443795960768e-001  
  6.652230972290e-003  -1.634353176735e-001  -1.467683552770e-001  
  6.656963485718e-003  -1.667903699513e-001  -1.491233484381e-001  
  6.666428512573e-003  -1.730552502699e-001  -1.534471963119e-001  
  6.678928512573e-003  -1.803880143597e-001  -1.583607373479e-001  
  6.691428512573e-003  -1.866086263558e-001  -1.623614844827e-001  
  6.703928512573e-003  -1.916787341168e-001  -1.654449127613e-001  
  6.713648361206e-003  -1.948057976340e-001  -1.672091775646e-001  
  6.724181503296e-003  -1.973741554071e-001  -1.684953392673e-001  
  6.736681503296e-003  -1.993001310952e-001  -1.691789245709e-001  
  6.738244003296e-003  -1.994546426410e-001  -1.692000733487e-001  
  6.741369003296e-003  -1.997059811324e-001  -1.691995081734e-001  
  6.747619003296e-003  -1.999776195288e-001  -1.690269886872e-001  
  6.752119583130e-003  -1.999822640594e-001  -1.687613018477e-001  
  6.756859725952e-003  -1.998142597459e-001  -1.683532900373e-001  
  6.766340011597e-003  -1.989468676641e-001  -1.671427026979e-001  
  6.778840011597e-003  -1.967253725556e-001  -1.647410597138e-001  
  6.791340011597e-003  -1.932910001074e-001  -1.614224881829e-001  
  6.803840011597e-003  -1.886649243678e-001  -1.571881562021e-001  
  6.813590377808e-003  -1.842472178776e-001  -1.532512039918e-001  
  6.824138778687e-003  -1.786900213380e-001  -1.483708055015e-001  
  6.836638778687e-003  -1.710910036982e-001  -1.417614574199e-001  
  6.838201278687e-003  -1.700659256319e-001  -1.408731153883e-001  
  6.841326278687e-003  -1.679666959548e-001  -1.390554981548e-001  
  6.847576278687e-003  -1.635748077815e-001  -1.352578201025e-001  
  6.852209609985e-003  -1.601557676145e-001  -1.323044858875e-001  
  6.857039016724e-003  -1.564476222153e-001  -1.291029378959e-001  
  6.866697830200e-003  -1.486027582546e-001  -1.223308142122e-001  
  6.879197830200e-003  -1.376425059318e-001  -1.128618557337e-001  
  6.891697830200e-003  -1.258336417891e-001  -1.026422770624e-001  
  6.904197830200e-003  -1.132489714008e-001  -9.172581262016e-002  
  6.913849014282e-003  -1.030505626093e-001  -8.286037035017e-002  
  6.924249404907e-003  -9.163750724866e-002  -7.291977384357e-002  
  6.936749404907e-003  -7.740725892213e-002  -6.049981874543e-002  
  6.938311904907e-003  -7.559308829438e-002  -5.891450109650e-002  
  6.941436904907e-003  -7.194306513709e-002  -5.572373950531e-002  
  6.947686904907e-003  -6.456123040512e-002  -4.926633250640e-002  
  6.952292007446e-003  -5.905783147787e-002  -4.444861207229e-002  
  6.957081741333e-003  -5.328139791385e-002  -3.938892792845e-002  
  6.966661209106e-003  -4.158904644399e-002  -2.913969340877e-002  
  6.979161209106e-003  -2.611203792845e-002  -1.556091622334e-002  
  6.991661209106e-003  -1.047404001595e-002  -1.833267551362e-003  
  7.004161209106e-003  5.228533836218e-003  1.195225152280e-002  
  7.013728469849e-003  1.723031832280e-002  2.248510386090e-002  
  7.024127334595e-003  3.020330568962e-002  3.386245581546e-002  
  7.036627334595e-003  4.562205238156e-002  4.736810452906e-002  
  7.038189834595e-003  4.753155155008e-002  4.903903978114e-002  
  7.041314834595e-003  5.133662271756e-002  5.236747454975e-002  
  7.047564834595e-003  5.888593201916e-002  5.896570006716e-002  
  7.052133316040e-003  6.434736668605e-002  6.373401823563e-002  
  7.056894821167e-003  6.998306342289e-002  6.864949221979e-002  
  7.066417831421e-003  8.106156766859e-002  7.829537345286e-002  
  7.078917831421e-003  9.515683328690e-002  9.052874053461e-002  
  7.091417831421e-003  1.086654253851e-001  1.022016893033e-001  
  7.103917831421e-003  1.215040590009e-001  1.132351470720e-001  
  7.113675827026e-003  1.310096212594e-001  1.213568426667e-001  
  7.124166244507e-003  1.406785634813e-001  1.295654849522e-001  
  7.136666244507e-003  1.513986644891e-001  1.385880323745e-001  
  7.138228744507e-003  1.526743401186e-001  1.396549997849e-001  
  7.141353744507e-003  1.551814246315e-001  1.417471407253e-001  
  7.147603744507e-003  1.600151740128e-001  1.457612910589e-001  
  7.152155441284e-003  1.633805914266e-001  1.485387497465e-001  
  7.156893295288e-003  1.667416795407e-001  1.512962044452e-001  
  7.166369003296e-003  1.730177505250e-001  1.563923968888e-001  
  7.178869003296e-003  1.803557064940e-001  1.622331324262e-001  
  7.191369003296e-003  1.865817095581e-001  1.670363901037e-001  
  7.203869003296e-003  1.916573743381e-001  1.707685611574e-001  
  7.213663619995e-003  1.948101383520e-001  1.729294558955e-001  
  7.224186080933e-003  1.973750844106e-001  1.744913189146e-001  
  7.236686080933e-003  1.993006118292e-001  1.753157433740e-001  
  7.238248580933e-003  1.994550670759e-001  1.753397236873e-001  
  7.241373580933e-003  1.997062928520e-001  1.753349357266e-001  
  7.247623580933e-003  1.999777055006e-001  1.751145089710e-001  
  7.252172988892e-003  1.999813590517e-001  1.747773741910e-001  
  7.256904739380e-003  1.998118144816e-001  1.742691492286e-001  
  7.266368240356e-003  1.989432289802e-001  1.727732527110e-001  
  7.278868240356e-003  1.967189765657e-001  1.698257478015e-001  
  7.291368240356e-003  1.932818862451e-001  1.657919336930e-001  
  7.303868240356e-003  1.886531488229e-001  1.606967937652e-001  
  7.313668960571e-003  1.842087812760e-001  1.559825844767e-001  
  7.324197525024e-003  1.786568507247e-001  1.502367042054e-001  
  7.336697525024e-003  1.710527608917e-001  1.425361851972e-001  
  7.338260025024e-003  1.700270647533e-001  1.415088188480e-001  
  7.341385025024e-003  1.679266102275e-001  1.394120584277e-001  
  7.347635025024e-003  1.635323191846e-001  1.350535702490e-001  
  7.352183670044e-003  1.601752898459e-001  1.317465804341e-001  
  7.356912368774e-003  1.565467201852e-001  1.281916823248e-001  
  7.366369766235e-003  1.488783563450e-001  1.207379384732e-001  
  7.378869766235e-003  1.379413097716e-001  1.102235632868e-001  
  7.391369766235e-003  1.261538091534e-001  9.902021572187e-002  
  7.403869766235e-003  1.135885283513e-001  8.720221967705e-002  
  7.413722366333e-003  1.031869280376e-001  7.750535851784e-002  
  7.424287551880e-003  9.159489563775e-002  6.678260446668e-002  
  7.436787551880e-003  7.736305578662e-002  5.373191939565e-002  
  7.438350051880e-003  7.554870519720e-002  5.207681827125e-002  
  7.441475051880e-003  7.189833496672e-002  4.875268258600e-002  
  7.447725051880e-003  6.451585794851e-002  4.205351924527e-002  
  7.452296585083e-003  5.905233553815e-002  3.711572475323e-002  
  7.457035202026e-003  5.333776511327e-002  3.196914382533e-002  
  7.466263717651e-003  4.207749983350e-002  2.188189860514e-002  
  7.478763717651e-003  2.660718292082e-002  8.139273935941e-003  
  7.491263717651e-003  1.097282387765e-002  -5.611218103422e-003  
  7.503763717651e-003  -4.729186273565e-003  -1.927845224856e-002  
  7.513698715210e-003  -1.719306625763e-002  -3.002175378870e-002  
  7.524334091187e-003  -3.046011833646e-002  -4.135027267824e-002  
  7.536834091187e-003  -4.587498178763e-002  -5.436698280164e-002  
  7.538396591187e-003  -4.778388530972e-002  -5.596750976985e-002  
  7.541521591187e-003  -5.158769228271e-002  -5.914908573880e-002  
  7.547771591187e-003  -5.913418334374e-002  -6.542998785192e-002  
  7.552382034302e-003  -6.464321809891e-002  -6.998820607345e-002  
  7.557151168823e-003  -7.028474347425e-002  -7.463162343758e-002  
  7.566298812866e-003  -8.092481735654e-002  -8.331930373275e-002  
  7.578798812866e-003  -9.502525663923e-002  -9.468182529776e-002  
  7.591298812866e-003  -1.085398336156e-001  -1.053965262701e-001  
  7.603798812866e-003  -1.213852264247e-001  -1.154021024524e-001  
  7.613671249390e-003  -1.310052747444e-001  -1.227689402235e-001  
  7.624262374878e-003  -1.407644033182e-001  -1.301178084810e-001  
  7.636762374878e-003  -1.514775709640e-001  -1.380222651464e-001  
  7.638324874878e-003  -1.527523448069e-001  -1.389502431486e-001  
  7.641449874878e-003  -1.552576032794e-001  -1.407655366230e-001  
  7.647699874878e-003  -1.600876131903e-001  -1.442321896258e-001  
  7.652268356323e-003  -1.634623907846e-001  -1.466265614649e-001  
  7.657009262085e-003  -1.668221070902e-001  -1.489854680712e-001  
  7.666423934937e-003  -1.730523665331e-001  -1.532868636571e-001  
  7.678923934937e-003  -1.803855300346e-001  -1.582028281938e-001  
  7.691423934937e-003  -1.866065567591e-001  -1.622058149684e-001  
  7.703923934937e-003  -1.916770920083e-001  -1.652912536365e-001  
  7.713657516480e-003  -1.948084022797e-001  -1.670590024482e-001  
  7.724202865601e-003  -1.973784893598e-001  -1.683467280588e-001  
  7.736702865601e-003  -1.993023731098e-001  -1.690296717453e-001  
  7.738265365601e-003  -1.994566219256e-001  -1.690507183612e-001  
  7.741390365601e-003  -1.997074344102e-001  -1.690499342029e-001  
  7.747640365601e-003  -1.999780193152e-001  -1.688769180970e-001  
  7.752141708374e-003  -1.999818918596e-001  -1.686107706828e-001  
  7.756874221802e-003  -1.998134740327e-001  -1.682030311553e-001  
  7.766339248657e-003  -1.989469659200e-001  -1.669941317257e-001  
  7.778839248657e-003  -1.967255453342e-001  -1.645924676689e-001  
